Date,Stock,liabilities,equity,total_assets,current_assets,current_liabilities,total_revenue,net_income,dividend,shares_outstanding,price
31-05-2016,Stock 32,875.4364174,560.3633818,1435.799799,1036.732146,1341.501105,361.283888,142.9932118,37.53981834,1079842,105.654244
30-06-2016,Stock 32,589.4070872,471.7890437,1061.196131,797.6313641,910.827938,529.2847286,-206.4076854,0,1060202,106.4125081
29-07-2016,Stock 32,948.5937405,395.285969,1343.87971,966.4069903,1000.763023,907.0578109,-118.6140847,0,1044280,105.5676322
31-08-2016,Stock 32,761.7975207,366.1862129,1127.983734,756.479317,610.0847616,254.7906527,-101.4658024,0,1056302,104.6039017
30-09-2016,Stock 32,785.4318583,457.0034051,1242.435263,417.2709549,339.5722762,227.0206925,-74.44201269,0,1052140,103.7519992
31-10-2016,Stock 32,749.932267,506.6103518,1256.542619,489.3173602,521.0171867,977.2348685,153.8517286,42.2420644,1052649,103.0727312
30-11-2016,Stock 32,924.5103244,389.8139385,1314.324263,1042.162908,1291.77586,489.7416097,-115.0705135,0,1097939,103.5356959
30-12-2016,Stock 32,121.6049571,779.2357554,900.8407126,577.0251957,617.3490852,907.1445136,-70.3314176,0,1071367,102.7407312
31-01-2017,Stock 32,266.4443546,112.4196173,378.8639719,169.2669502,159.8092232,736.6282677,-144.6261509,0,1082587,102.1158206
28-02-2017,Stock 32,100.5927498,179.8248739,280.4176237,221.4938856,271.8343538,279.2079586,74.79747721,22.43353604,1060255,100.9698629
31-03-2017,Stock 32,417.313553,830.3408282,1247.654381,817.0786837,899.3212362,585.0930481,168.9808315,44.57539831,1020281,101.4746546
28-04-2017,Stock 32,620.5682023,173.6466725,794.2148749,486.9796944,423.657986,720.8483958,-344.0466678,0,1004100,102.4586787
31-05-2017,Stock 32,534.4359155,976.0866669,1510.522582,1179.362097,1255.459908,699.0514579,340.8073562,84.01713744,1069740,101.3147683
30-06-2017,Stock 32,282.879292,733.145065,1016.024357,507.6399675,523.3579091,730.2403701,-124.1069083,0,1009116,102.1640104
31-07-2017,Stock 32,513.451708,827.3448236,1340.796532,467.7127269,414.0215653,765.5979617,125.8685884,29.93512633,1063124,101.8830971
31-08-2017,Stock 32,950.7562383,843.8949542,1794.651192,750.2190366,728.6506459,482.844907,80.96510561,17.30534735,1044849,102.6185376
29-09-2017,Stock 32,657.4575564,142.2965578,799.7541142,632.5138174,557.627922,638.6475732,311.0852376,86.21239893,1053148,103.3668245
31-10-2017,Stock 32,383.4914827,435.2674677,818.7589503,466.3190522,384.2285203,728.0265167,118.4201354,24.4432117,1061150,104.785372
30-11-2017,Stock 32,999.2605722,259.1949465,1258.455519,523.6438239,593.2290775,750.4385003,374.1860539,99.03562073,1060173,106.0950724
29-12-2017,Stock 32,821.5794343,107.3925837,928.9720181,338.2629321,331.4140031,128.1237259,-12.69897704,0,1028499,107.4607893
31-01-2018,Stock 32,701.5820122,893.2974935,1594.879506,667.0708486,697.5504765,461.8306357,-214.3014183,0,1009174,106.8071927
28-02-2018,Stock 32,675.6440546,983.3500457,1658.9941,853.9626618,1014.508655,562.8286306,-116.9083124,0,1061292,105.6678675
30-03-2018,Stock 32,217.3881499,576.4906413,793.8787912,431.5194976,462.2965966,981.0411401,-317.8834307,0,1025450,104.6384937
30-04-2018,Stock 32,299.7109446,689.880849,989.5917936,669.3009193,539.5960366,925.2668211,13.73567533,3.435862181,1080893,103.1650151
31-05-2018,Stock 32,523.6838464,687.2134743,1210.897321,430.6163793,515.8003487,329.5070561,57.70309658,14.0633141,1041674,103.4370133
29-06-2018,Stock 32,374.9595147,274.0299547,648.9894694,244.90654,313.6987953,999.9925302,-3.665792284,0,1000658,103.9401791
31-07-2018,Stock 32,701.7883944,949.0906207,1650.879015,593.9151635,649.3820664,659.2837835,-3.193179429,0,1062527,103.5869975
31-08-2018,Stock 32,780.5187881,293.5766275,1074.095416,585.1345236,623.7648447,298.6069129,-88.7645285,0,1011878,103.1937645
28-09-2018,Stock 32,801.5198353,401.8517548,1203.37159,897.164939,878.6555415,263.282593,39.28109195,10.01039911,1046335,102.2255728
31-10-2018,Stock 32,721.7249869,752.5889536,1474.313941,993.8707236,1207.169272,582.4654448,100.3467949,30.03012264,1091076,102.3902105
30-11-2018,Stock 32,825.8076001,925.8440739,1751.651674,1150.624046,1346.654148,735.7481386,-223.6534145,0,1057341,102.9994654
31-12-2018,Stock 32,303.2653066,511.0434021,814.3087088,435.5859222,518.9050893,892.5174811,199.1491185,54.5930878,1052356,102.2807288
31-07-2006,Stock 33,658.1998768,591.0392359,1249.239113,526.9876998,653.2018569,734.4842039,-110.5967342,0,1072977,100
31-08-2006,Stock 33,813.0345285,355.1486971,1168.183226,667.5520516,625.4771787,124.7428691,-0.753758965,0,1053340,98.99066625
29-09-2006,Stock 33,175.7557148,483.0613349,658.8170497,506.6071405,480.8620947,420.4146868,-84.90309293,0,1045658,98.45128062
31-10-2006,Stock 33,368.515404,896.8260256,1265.34143,391.1805219,504.3508876,361.8146269,-60.09680788,0,1020097,97.8622335
30-11-2006,Stock 33,275.3246529,487.6472404,762.9718933,306.2056059,272.9901732,109.0291545,-10.57403902,0,1029003,97.10195418
29-12-2006,Stock 33,300.4114666,434.5580671,734.9695337,333.024566,326.353816,899.8027202,356.8133891,91.07037727,1079761,96.74877415
31-01-2007,Stock 33,807.7610353,402.5050894,1210.266125,707.061649,607.4930719,862.7167277,342.7920588,102.6264186,1057635,98.06616633
28-02-2007,Stock 33,595.0647852,165.751474,760.8162592,332.4372904,396.5830294,258.1607282,76.95976923,17.93925064,1071458,99.80328057
30-03-2007,Stock 33,551.5666773,856.4108813,1407.977559,992.1914861,1102.925997,771.9210747,-22.09255132,0,1017093,100.5765983
30-04-2007,Stock 33,501.2363494,656.4966159,1157.732965,635.0913826,685.3216095,651.1422755,-322.2369723,0,1012836,100.4785663
31-05-2007,Stock 33,838.1295525,722.5298658,1560.659418,1146.587373,946.5192222,552.7161605,28.8421198,6.333559252,1008401,99.27317448
29-06-2007,Stock 33,936.6212464,626.2069811,1562.828228,567.1677145,576.7216054,659.8665783,94.33007965,23.45505118,1025315,99.46838685
31-07-2007,Stock 33,135.1465211,630.1797528,765.3262739,513.9532404,414.4721306,959.5105069,79.17212922,16.58146365,1066380,100.0371317
31-08-2007,Stock 33,477.283112,255.1868116,732.4699237,386.7398962,323.267196,278.4147458,65.49150407,15.05609409,1092173,101.020466
28-09-2007,Stock 33,371.4266636,933.463885,1304.890549,920.3095811,929.1149118,203.1972173,-4.415917115,0,1013335,102.045636
31-10-2007,Stock 33,135.893195,461.8430281,597.7362231,358.8363569,301.2013666,768.747069,59.28091044,14.07819935,1044801,102.1745
30-11-2007,Stock 33,697.9781166,490.4511463,1188.429263,472.4453805,515.5517129,556.7078561,-187.4678725,0,1076690,103.0224438
31-12-2007,Stock 33,491.6274412,837.0274818,1328.654923,477.6510354,494.9014823,663.7903455,-134.30179,0,1027528,102.35939
31-01-2008,Stock 33,471.2356585,692.2540683,1163.489727,697.5448104,625.5987838,430.4984911,185.4062054,54.27234013,1011395,101.587147
29-02-2008,Stock 33,913.2239822,698.4046158,1611.628598,974.5721718,791.0810163,566.4878363,-259.9200578,0,1076809,102.595673
31-03-2008,Stock 33,810.7758559,342.9470327,1153.722889,418.7395277,392.1119553,867.9959549,186.0040362,43.25542037,1084515,102.177996
30-04-2008,Stock 33,524.4624839,543.4030233,1067.865507,849.3239136,726.9362524,324.4820381,-69.58756537,0,1016655,102.7610677
30-05-2008,Stock 33,292.8622498,783.3160529,1076.178303,412.1178082,408.8431696,947.3335077,-354.4931813,0,1047426,102.615346
30-06-2008,Stock 33,854.066052,982.6230898,1836.689142,1164.214316,1030.882195,412.6863135,-204.3693056,0,1010599,101.5180843
31-07-2008,Stock 33,338.4115219,660.8456977,999.2572196,719.9146718,729.6574027,487.3268108,-16.30728322,0,1098986,100.4755866
29-08-2008,Stock 33,616.1735996,342.9377337,959.1113333,723.6830423,918.9749998,988.9388527,-0.258095223,0,1086744,99.94013444
30-09-2008,Stock 33,297.0775056,157.2566014,454.334107,296.3675461,261.5294034,186.676256,23.48424758,5.373883253,1098887,99.26703275
31-10-2008,Stock 33,693.3414747,924.8012023,1618.142677,955.3166438,1007.828692,327.1538436,-19.73369798,0,1091277,99.56310292
28-11-2008,Stock 33,141.4145516,834.9067388,976.3212904,522.0613474,489.3624334,201.3096231,92.05358471,21.161233,1039444,99.34551368
31-12-2008,Stock 33,541.2480568,777.1527529,1318.40081,1010.038499,1062.198074,260.0459479,84.65637422,18.27529205,1000674,100.2328516
30-01-2009,Stock 33,598.0497255,353.8581642,951.9078897,296.829958,332.3381537,601.5746907,182.2930128,46.30552808,1061826,101.1255752
27-02-2009,Stock 33,500.5809235,600.6607918,1101.241715,582.4804082,514.6091652,600.9160986,-40.17883113,0,1015520,102.1322909
31-03-2009,Stock 33,518.667872,413.2385497,931.9064217,375.8035846,396.2582142,389.9606728,-90.5669131,0,1085087,102.2579863
30-04-2009,Stock 33,524.074039,693.4451081,1217.519147,606.7512364,574.0681082,517.1696021,150.1689981,34.17379515,1099219,101.6535282
29-05-2009,Stock 33,682.7884704,205.1780271,887.9664975,388.7933385,502.6782516,186.0224767,-14.33122574,0,1094780,102.316461
30-06-2009,Stock 33,116.0455647,143.2000362,259.245601,108.284757,93.5873709,637.216668,1.143896143,0.257061788,1076631,101.7245076
31-07-2009,Stock 33,702.5001222,903.1527533,1605.652875,764.527184,705.2841746,807.839812,-93.85646669,0,1063846,102.0314658
31-08-2009,Stock 33,110.7759391,453.2355913,564.0115303,258.6762275,249.1113512,414.4770329,125.6226364,35.00119643,1091585,101.7994896
30-09-2009,Stock 33,329.6252574,644.4354044,974.0606617,519.4700441,582.202254,491.0919237,219.7736028,50.21170719,1089689,102.8199481
30-10-2009,Stock 33,382.8395732,740.6082921,1123.447865,549.8875896,514.4885262,410.4001705,134.9396262,35.87874694,1005063,104.1179653
30-11-2009,Stock 33,611.895465,246.9732262,858.8686911,440.8179899,415.3715276,640.975329,-137.8954625,0,1012981,105.5269748
31-12-2009,Stock 33,469.594242,252.5388047,722.1330467,317.1139664,301.9167397,196.97535,-95.77545497,0,1082015,105.1756229
29-01-2010,Stock 33,916.6145711,809.142516,1725.757087,1286.120193,1243.704948,109.9844016,1.250217672,0.271073339,1062731,104.21555
26-02-2010,Stock 33,355.3646288,499.6367978,855.0014266,602.8109562,726.7709384,721.330558,120.8445516,30.3111228,1036837,104.2433208
31-03-2010,Stock 33,248.4625665,285.5998303,534.0623968,394.3386332,346.689983,802.4493443,-280.0862171,0,1094315,104.8399257
30-04-2010,Stock 33,398.8618172,186.7978314,585.6596486,453.0899893,551.5782373,620.2114327,86.3194854,24.51770933,1096836,103.910066
31-05-2010,Stock 33,595.4934137,437.1511284,1032.644542,806.8017834,849.6136453,628.0214269,33.35629042,7.520513122,1049622,104.0819358
30-06-2010,Stock 33,683.2184153,378.041213,1061.259628,618.9268676,688.9354933,786.7968967,-196.8885601,0,1099178,104.4422976
30-07-2010,Stock 33,575.6890619,223.1748404,798.8639023,453.5536921,495.0739029,685.809229,-132.781208,0,1048955,103.5881268
31-08-2010,Stock 33,276.8894206,109.2769629,386.1663834,264.9209106,307.5343653,587.9694632,-5.33095408,0,1035208,102.4213932
30-09-2010,Stock 33,745.0918651,583.0997192,1328.191584,504.0139634,501.8627807,539.3271362,9.823094768,2.433747199,1034141,101.5215427
29-10-2010,Stock 33,243.5908392,333.5138411,577.1046803,381.7833386,325.9128752,284.2223468,88.21815956,20.96989197,1035168,101.6007352
30-11-2010,Stock 33,769.1054934,597.4645714,1366.570065,1052.59908,1096.859826,561.359437,252.8835198,61.93217096,1009578,102.6139379
31-12-2010,Stock 33,120.3117439,175.2941729,295.6059167,210.1766325,233.5935399,624.3700701,-82.59031727,0,1055142,103.9327489
31-01-2011,Stock 33,490.7931768,686.4894457,1177.282623,463.2536461,381.0390244,179.2192937,-44.81423269,0,1072088,103.5785485
28-02-2011,Stock 33,341.9940946,474.3029202,816.2970148,643.9308472,531.3042845,495.8514581,49.42291985,14.31099596,1019856,103.2514924
31-03-2011,Stock 33,759.7355298,197.6285438,957.3640736,673.8864645,691.8579393,534.1679253,-54.6736347,0,1032556,104.0342426
29-04-2011,Stock 33,829.8340849,805.8938583,1635.727943,1063.504158,991.4705684,813.1977816,-177.8801739,0,1036481,103.5249469
31-05-2011,Stock 33,889.2638584,248.3483876,1137.612246,473.1182469,473.1841407,622.7109148,194.0683295,53.18524131,1097826,102.8012439
30-06-2011,Stock 33,646.4914814,134.2675188,780.7590002,510.0728601,642.4184755,950.6438867,-294.4551958,0,1045507,103.2740725
29-07-2011,Stock 33,310.6529271,566.2730775,876.9260045,388.993402,334.240377,946.7886798,-247.9047505,0,1027991,101.6871161
31-08-2011,Stock 33,675.4020204,211.5677616,886.9697819,344.2957052,381.4374735,908.3558668,180.8006773,41.50632532,1096874,100.5324399
30-09-2011,Stock 33,675.1807597,280.545505,955.7262647,330.5492443,274.8331849,573.9817698,-54.32210641,0,1090880,100.6473612
31-10-2011,Stock 33,351.8552502,344.7447505,696.6000008,308.5017434,306.9436705,156.9119001,35.56503966,10.46831505,1098700,100.3595536
30-11-2011,Stock 33,604.5391851,512.4127375,1116.951923,872.4967151,997.9905158,332.4764194,-149.4311266,0,1091402,100.9640874
30-12-2011,Stock 33,485.6282892,898.3678562,1383.996145,828.0823908,884.1514844,180.4108288,22.69145497,5.988190203,1010284,100.2013134
31-01-2012,Stock 33,706.3889574,956.663593,1663.05255,1281.346375,1183.26225,115.1202613,-30.16976737,0,1047374,100.4598485
29-02-2012,Stock 33,427.7950216,555.5366053,983.3316269,727.1099979,915.5611238,769.4367892,-203.0664106,0,1060426,100.2061357
30-03-2012,Stock 33,744.0804723,436.2385984,1180.319071,358.3795597,378.6249777,943.713122,154.4620443,41.1181649,1044406,99.168434
30-04-2012,Stock 33,701.6095909,528.3456793,1229.95527,681.461275,703.6767495,550.1063081,-258.9292503,0,1031365,99.48035679
31-05-2012,Stock 33,252.3307339,839.6826474,1092.013381,588.4205941,673.6219037,567.8332974,-37.58031119,0,1083873,98.53493431
29-06-2012,Stock 33,507.1021956,872.8674115,1379.969607,430.2614483,459.0641948,523.9929138,-40.19572439,0,1061830,97.8822106
31-07-2012,Stock 33,502.476051,837.9958463,1340.471897,859.4254288,872.8243791,918.7629007,171.5880112,49.19823225,1074675,97.34831896
31-08-2012,Stock 33,651.4835368,229.1695695,880.6531063,572.7210077,541.1516923,443.0582546,154.2344927,32.88010188,1055951,98.01789405
28-09-2012,Stock 33,378.0821786,118.088306,496.1704846,387.1653219,380.9636611,572.7130698,123.3696282,31.37003662,1044746,98.885955
31-10-2012,Stock 33,183.1653405,536.4280047,719.5933452,308.2513852,306.8729751,175.1657065,-8.080663971,0,1065992,99.785329
30-11-2012,Stock 33,222.1446236,605.8433495,827.987973,596.005621,678.4288148,795.6459487,215.2246429,61.98063294,1094695,99.87174196
31-12-2012,Stock 33,442.9731901,895.9085647,1338.881755,934.3472854,939.8421988,527.5616654,173.8647801,45.96218934,1006138,100.8931027
31-01-2013,Stock 33,929.6037029,643.0253943,1572.629097,955.7896485,853.5233033,615.8491053,140.2017962,39.43860123,1025657,102.1507447
28-02-2013,Stock 33,772.3104291,809.1640422,1581.474471,1240.999178,1292.821347,929.3847338,-159.5089449,0,1020579,103.4100053
29-03-2013,Stock 33,610.1701254,199.2256701,809.3957954,476.7574602,431.3841915,475.2078534,232.8275881,47.97777007,1045952,103.1670385
30-04-2013,Stock 33,947.922864,931.2452925,1879.168157,1030.797474,854.6909712,607.6228312,-300.6277117,0,1055566,104.0953947
31-05-2013,Stock 33,895.5995414,304.4590313,1200.058573,610.9984367,633.2568013,939.7841174,-32.844838,0,1050622,103.5834073
28-06-2013,Stock 33,796.6815116,701.5642808,1498.245792,1133.47118,986.8598331,210.2594754,-90.41342534,0,1085735,102.878941
31-07-2013,Stock 33,401.005603,297.9292897,698.9348926,226.4024862,276.2462673,691.9488589,283.2979768,57.14174721,1080313,102.1384453
30-08-2013,Stock 33,403.629316,880.6374794,1284.266795,809.9525714,813.1097732,334.8136257,34.30306522,9.896945317,1085211,102.8835272
30-09-2013,Stock 33,276.6996649,960.0139669,1236.713632,646.1200724,796.3982307,546.8365038,219.4301568,47.91050356,1020758,103.7365165
31-10-2013,Stock 33,211.9869131,932.138365,1144.125278,444.0615122,488.4297128,336.3764622,41.97048879,9.869886461,1041443,104.8329955
29-11-2013,Stock 33,577.7662398,984.1773788,1561.943619,941.97583,870.0797789,469.9293961,-156.0954059,0,1077034,105.649025
31-12-2013,Stock 33,760.7313651,772.0153024,1532.746667,1217.624653,1348.614872,463.0520406,87.79196063,21.25837574,1088896,105.3190477
31-01-2014,Stock 33,672.6409917,213.5711971,886.2121888,465.8065759,510.6634963,598.0559876,74.37105181,15.73670035,1090743,105.7378727
28-02-2014,Stock 33,168.3178005,904.621699,1072.939499,500.8816339,509.0447817,933.0854112,202.9332078,58.70191958,1016140,106.0457243
31-03-2014,Stock 33,627.7623495,437.1302929,1064.892642,751.9579,953.5324967,355.3444027,87.67270136,21.54758952,1035453,107.2187566
30-04-2014,Stock 33,433.0464105,455.1287069,888.1751174,652.1161178,616.9386697,633.1853607,-165.9889012,0,1030467,108.0082615
30-05-2014,Stock 33,546.8562846,280.9680585,827.824343,366.6323415,380.9241457,637.3951284,310.7334188,84.5082977,1089076,107.5313427
30-06-2014,Stock 33,553.5239143,620.2099309,1173.733845,638.2484631,616.2483474,241.6271699,29.89768198,8.46883806,1042724,108.7104244
31-07-2014,Stock 33,661.6359995,492.2735343,1153.909534,458.0857119,389.8672208,317.9541112,-55.62693703,0,1014250,109.7253972
29-08-2014,Stock 33,780.9851677,445.2628602,1226.248028,972.7767614,1052.453941,779.9904099,185.8559521,44.40048979,1061645,109.7154205
30-09-2014,Stock 33,867.1266801,105.3236362,972.4503164,335.0888341,369.3349249,268.9490645,-119.3836262,0,1021975,110.4091174
31-10-2014,Stock 33,782.8135956,434.9618334,1217.775429,934.6420354,1175.957395,523.2781528,-140.2326901,0,1078820,108.8270108
28-11-2014,Stock 33,690.6817788,651.7785342,1342.460313,525.1430012,627.113373,635.1111865,169.563552,48.29516221,1063403,107.3501949
31-12-2014,Stock 33,708.5966644,822.0092987,1530.605963,1082.946705,965.3624646,544.1532011,109.6151122,28.83263962,1076277,107.6682447
30-01-2015,Stock 33,378.5763963,829.4970016,1208.073398,536.0384695,537.4939748,521.4064637,63.1626643,14.14578001,1050219,108.6431163
27-02-2015,Stock 33,791.2241558,998.693378,1789.917534,620.9706956,634.0875055,490.0908718,169.9351874,42.48233047,1009039,109.5167662
31-03-2015,Stock 33,806.0275088,216.5162149,1022.543724,681.3868699,589.1509703,523.0207197,-234.6624064,0,1035127,110.6944291
30-04-2015,Stock 33,186.042256,319.6797097,505.7219657,358.8566473,386.8864492,550.7005468,-165.3687273,0,1098175,109.8449527
29-05-2015,Stock 33,285.9842606,107.2569942,393.2412548,224.5156827,253.5742389,866.2762548,-112.6212975,0,1021576,108.5836458
30-06-2015,Stock 33,866.8839043,553.0112684,1419.895173,884.7289182,820.2408013,692.8350703,-324.2258344,0,1061438,107.1404798
31-07-2015,Stock 33,983.8826933,534.9462942,1518.828988,982.5113993,980.980626,929.3970581,-419.7582221,0,1014941,105.6215911
31-08-2015,Stock 33,935.7574833,537.1248492,1472.882333,1132.966617,1423.154231,646.6437803,-119.6966984,0,1015129,103.8470684
30-09-2015,Stock 33,216.1239658,464.1614208,680.2853866,422.0960028,453.7889689,618.0046952,135.2369134,35.7708612,1064381,102.4776463
30-10-2015,Stock 33,494.3302861,365.2494664,859.5797525,460.3681239,448.1947752,916.3357532,157.9805485,41.40493025,1011172,102.921761
30-11-2015,Stock 33,985.0304567,622.5833607,1607.613817,970.0289521,937.5402324,307.7409646,27.62432069,7.875429682,1018244,103.8829408
31-12-2015,Stock 33,231.7313903,981.1011964,1212.832587,699.7503983,617.211437,586.6579189,-293.1519171,0,1046193,104.6930165
29-01-2016,Stock 33,763.2145989,112.5461595,875.7607584,646.9042087,682.1365219,414.9903054,-165.1016372,0,1012891,104.0628173
29-02-2016,Stock 33,398.8884593,367.9750014,766.8634607,319.8306644,405.6422564,820.92606,193.9979472,41.21926637,1053061,102.3160815
31-03-2016,Stock 33,382.2676889,492.8022224,875.0699113,602.9489524,639.4136194,633.8778552,69.60952478,17.44140007,1002523,102.4335762
29-04-2016,Stock 33,536.4311139,704.945749,1241.376863,411.2518918,358.3995711,638.1306726,68.23793632,14.21242025,1073793,103.0106268
31-05-2016,Stock 33,962.6894345,424.6738211,1387.363256,715.0128541,719.6503888,510.9695039,-206.7209448,0,1042890,103.8180456
30-06-2016,Stock 33,323.6241686,668.2860149,991.9101835,598.1020234,648.6506141,596.9071689,44.09430805,13.01286517,1035358,103.0614406
29-07-2016,Stock 33,413.4897049,797.7324756,1211.222181,873.0499752,1061.229407,765.5736569,295.9985535,60.3604976,1032590,103.4055987
31-08-2016,Stock 33,873.861876,245.0233184,1118.885194,407.685061,446.3625957,860.6906463,231.2762571,67.18717909,1084246,104.4204966
30-09-2016,Stock 33,899.7367528,432.8355315,1332.572284,775.15215,646.477361,801.8204858,-18.47250129,0,1024882,105.4118945
31-10-2016,Stock 33,599.4325255,196.2851005,795.717626,448.3010448,498.8023425,860.7818118,-131.9327831,0,1036935,105.5366564
30-11-2016,Stock 33,147.0127578,642.1426444,789.1554022,375.4425924,311.1083797,509.4460004,-188.0438988,0,1036952,104.602972
30-12-2016,Stock 33,897.9365746,707.8341208,1605.770695,1059.100789,977.9405984,410.5645368,-37.49745103,0,1063719,103.7198566
31-01-2017,Stock 33,973.711308,674.0666963,1647.778004,769.8757633,621.5979834,681.2565441,126.7681947,35.619922,1060298,103.1740209
28-02-2017,Stock 33,896.5052564,475.7773993,1372.282656,1005.018017,847.1534657,787.2801084,347.4594162,90.60716916,1077958,103.9634961
31-03-2017,Stock 33,906.2353501,551.8487766,1458.084127,1020.496689,1004.444731,609.097697,117.2712648,28.78493083,1048306,105.5675498
28-04-2017,Stock 33,907.2126133,826.149301,1733.361914,972.41691,1072.113944,731.5650216,53.92584787,14.07796888,1056009,106.6861287
31-05-2017,Stock 33,762.3631567,825.0729199,1587.436077,1208.901093,1377.788197,608.7595655,206.2284069,45.03445561,1074333,107.4409852
30-06-2017,Stock 33,573.4637207,438.4816492,1011.94537,771.346786,959.1679683,201.457357,14.34041164,4.006425388,1054092,108.4159051
31-07-2017,Stock 33,849.3726192,277.7489307,1127.12155,477.7413576,407.2464526,729.9091134,332.2637312,70.72842651,1091520,108.9839242
31-08-2017,Stock 33,517.835065,389.8556277,907.6906926,425.2768995,437.0476312,854.6796645,-251.2968844,0,1041177,110.360761
29-09-2017,Stock 33,771.2498874,203.703725,974.9536124,337.5852497,342.5359969,545.6656717,-3.481725175,0,1064206,109.70724
31-10-2017,Stock 33,917.6876138,416.9327891,1334.620403,663.5216862,834.6624858,866.1661656,-207.308646,0,1085398,108.9277531
30-11-2017,Stock 33,787.0029675,663.9936407,1450.996608,568.9947111,612.0143723,830.7366555,-167.1227627,0,1099638,107.5615291
29-12-2017,Stock 33,229.2957379,487.9554222,717.2511601,519.9406736,612.4899027,483.1576336,-202.1397087,0,1009416,106.4114913
31-01-2018,Stock 33,886.1799059,963.0068929,1849.186799,794.9488208,861.3696865,127.6998286,11.45094659,3.390683756,1022699,104.933513
28-02-2018,Stock 33,704.3467326,494.5460659,1198.892798,663.4235408,804.0343984,377.4050571,163.7824732,39.23089318,1037081,104.9739399
30-03-2018,Stock 33,118.4395977,796.7655373,915.2051351,482.7609321,587.6723635,349.2585139,-174.489307,0,1014971,105.7024302
30-04-2018,Stock 33,284.691402,231.8884461,516.5798481,294.5260162,285.5587742,976.6008874,8.462716566,1.957080388,1019512,104.860974
31-05-2018,Stock 33,723.336996,650.5886956,1373.925692,482.4287721,593.5490436,787.5139089,-64.64520411,0,1036610,104.9665703
29-06-2018,Stock 33,448.0951498,684.9296496,1133.024799,717.8978979,622.7719555,463.364555,-172.7384435,0,1090240,104.395879
31-07-2018,Stock 33,342.4080695,105.5534896,447.961559,181.309791,205.9812665,737.2820959,-26.30297899,0,1075898,103.6247714
31-08-2018,Stock 33,616.8809131,608.8109539,1225.691867,850.4085127,924.9317864,918.5875296,166.2011597,36.51478811,1037088,102.692021
28-09-2018,Stock 33,871.8823954,947.4959633,1819.378359,666.6080018,790.8704718,296.085956,67.45577671,18.37673084,1060774,103.0269357
31-10-2018,Stock 33,468.9364838,882.7520003,1351.688484,1046.386177,914.7230402,988.967094,-398.6234075,0,1018330,103.6393517
30-11-2018,Stock 33,893.308493,276.9642525,1170.272746,500.9845029,586.3328803,867.5430539,-152.1187037,0,1023971,102.8560523
31-12-2018,Stock 33,651.0442034,324.1451643,975.1893677,367.8119166,341.4204192,396.5222784,15.29056065,4.190471749,1061451,101.6134811
31-07-2006,Stock 34,965.4655298,224.1746718,1189.640202,374.2761774,350.3695658,574.8959986,-146.9417369,0,1024854,100
31-08-2006,Stock 34,963.5749726,828.1754485,1791.750421,594.8662895,744.4533258,133.931082,65.83343019,16.29516243,1067738,98.67916374
29-09-2006,Stock 34,460.9081623,808.5354532,1269.443616,686.4690723,771.7555673,322.4806642,72.73291539,19.69564454,1037018,98.98604713
31-10-2006,Stock 34,239.9931805,770.8191562,1010.812337,437.611885,527.9603824,157.381674,41.66238389,9.819061294,1038594,99.68552608
30-11-2006,Stock 34,868.9274602,144.4876368,1013.415097,481.2665017,537.013665,564.2199098,229.952352,61.6899873,1034975,100.3725177
29-12-2006,Stock 34,930.5540384,517.8904149,1448.444453,902.8284818,973.3769428,170.9468388,-14.37251521,0,1067190,101.0378138
31-01-2007,Stock 34,353.3757645,172.9120929,526.2878575,193.6280489,216.3011338,676.8632455,9.256546472,1.988742232,1046218,100.7816238
28-02-2007,Stock 34,243.9195837,673.3502454,917.2698291,492.4619135,501.6987616,725.7890811,-362.6934057,0,1021584,100.7872942
30-03-2007,Stock 34,161.671704,441.0093035,602.6810075,280.5982821,237.7301109,206.6844277,39.39094823,11.44890486,1018525,99.55403589
30-04-2007,Stock 34,781.0591305,891.3968871,1672.456018,888.0382013,882.6706286,399.3045658,-191.3420767,0,1036397,100.107869
31-05-2007,Stock 34,941.8326142,288.6306449,1230.463259,700.8470246,855.9068436,485.0939445,-133.4055172,0,1046833,99.46382355
29-06-2007,Stock 34,608.3376984,405.2163319,1013.55403,783.4365843,802.5771567,827.0979044,163.0984736,43.08205394,1016953,98.22283877
31-07-2007,Stock 34,187.9597312,857.6548705,1045.614602,513.7015827,547.4534129,475.8491583,-97.08134001,0,1021957,98.58048204
31-08-2007,Stock 34,853.2241711,247.908972,1101.133143,400.2434388,367.2316824,214.6559743,-24.98677993,0,1069207,98.18293158
28-09-2007,Stock 34,123.8357139,691.6595503,815.4952642,651.8100299,831.6730451,467.5416635,-200.3519415,0,1086847,97.56798873
31-10-2007,Stock 34,522.0146165,337.9366989,859.9513153,513.7757716,543.3822421,266.2925061,-4.609029931,0,1065602,96.34928649
30-11-2007,Stock 34,356.630069,956.4933965,1313.123465,454.7947487,497.6464097,232.2928171,36.59880499,10.31043005,1063704,95.65535639
31-12-2007,Stock 34,382.7976144,128.6100486,511.407663,239.7110108,236.1245146,198.4642453,-27.94536812,0,1085985,95.98768373
31-01-2008,Stock 34,925.121738,878.9782336,1804.099972,1095.468719,1219.577385,665.4863313,132.1888612,27.65318908,1074218,95.5264166
29-02-2008,Stock 34,490.2932207,429.2401083,919.533329,690.469792,800.2767803,478.4876663,116.5579738,25.69420162,1034753,95.83294163
